Combination,Strength
5993,Strong
5994,Strong
5995,Medium
5996,Strong
5997,Strong
5998,Strong
5999,Medium
6000,Medium
6001,Strong
6002,Strong
6003,Strong
6004,Strong
6005,Strong
6006,Medium
6007,Strong
6008,Strong
6009,Strong
6010,Strong
6011,Strong
6012,Strong
6013,Strong
6014,Strong
6015,Strong
6016,Strong
6017,Strong
6018,Strong
6019,Strong
6020,Strong
6021,Strong
6022,Strong
6023,Strong
6024,Strong
6025,Strong
6026,Strong
6027,Strong
6028,Strong
6029,Strong
6030,Strong
6031,Strong
6032,Strong
6033,Strong
6034,Strong
6035,Strong
6036,Strong
6037,Strong
6038,Strong
6039,Strong
6040,Strong
6041,Strong
6042,Strong
6043,Strong
6044,Strong
6045,Strong
6046,Strong
6047,Strong
6048,Strong
6049,Strong
6050,Strong
6051,Strong
6052,Strong
6053,Strong
6054,Strong
6055,Strong
6056,Strong
6057,Strong
6058,Strong
6059,Strong
6060,Medium
6061,Strong
6062,Strong
6063,Strong
6064,Strong
6065,Strong
6066,Medium
6067,Strong
6068,Strong
6069,Strong
6070,Strong
6071,Strong
6072,Strong
6073,Strong
6074,Strong
6075,Strong
6076,Strong
6077,Strong
6078,Strong
6079,Strong
6080,Strong
6081,Strong
6082,Strong
6083,Strong
6084,Strong
6085,Strong
6086,Strong
6087,Strong
6088,Strong
6089,Strong
6090,Strong
6091,Strong
6092,Strong
6093,Strong
6094,Strong
6095,Strong
6096,Strong
6097,Strong
6098,Strong
6099,Strong
6100,Strong
6101,Strong
6102,Strong
6103,Strong
6104,Strong
6105,Strong
6106,Strong
6107,Strong
6108,Strong
6109,Strong
6110,Strong
6111,Medium
6112,Strong
6113,Strong
6114,Strong
6115,Strong
6116,Medium
6117,Strong
6118,Strong
6119,Strong
6120,Strong
6121,Strong
6122,Strong
6123,Strong
6124,Strong
6125,Strong
6126,Strong
6127,Strong
6128,Strong
6129,Strong
6130,Strong
6131,Strong
6132,Strong
6133,Strong
6134,Strong
6135,Strong
6136,Strong
6137,Strong
6138,Strong
6139,Strong
6140,Strong
6141,Strong
6142,Strong
6143,Strong
6144,Strong
6145,Strong
6146,Strong
6147,Strong
6148,Strong
6149,Strong
6150,Strong
6151,Strong
6152,Strong
6153,Strong
6154,Strong
6155,Strong
6156,Strong
6157,Strong
6158,Strong
6159,Strong
6160,Strong
6161,Medium
6162,Strong
6163,Strong
6164,Strong
6165,Strong
6166,Medium
6167,Strong
6168,Strong
6169,Strong
6170,Strong
6171,Strong
6172,Strong
6173,Strong
6174,Strong
6175,Strong
6176,Strong
6177,Strong
6178,Strong
6179,Strong
6180,Strong
6181,Strong
6182,Strong
6183,Strong
6184,Strong
6185,Strong
6186,Strong
6187,Strong
6188,Strong
6189,Strong
6190,Strong
6191,Strong
6192,Strong
6193,Strong
6194,Strong
6195,Strong
6196,Strong
6197,Strong
6198,Strong
6199,Strong
6200,Strong
6201,Strong
6202,Strong
6203,Strong
6204,Strong
6205,Strong
6206,Strong
6207,Strong
6208,Strong
6209,Strong
6210,Strong
6211,Strong
6212,Strong
6213,Strong
6214,Strong
6215,Strong
6216,Strong
6217,Strong
6218,Strong
6219,Strong
6220,Strong
6221,Strong
6222,Medium
6223,Strong
6224,Strong
6225,Strong
6226,Medium
6227,Strong
6228,Strong
6229,Strong
6230,Strong
6231,Strong
6232,Strong
6233,Strong
6234,Strong
6235,Strong
6236,Strong
6237,Strong
6238,Strong
6239,Strong
6240,Strong
6241,Strong
6242,Strong
6243,Strong
6244,Strong
6245,Strong
6246,Strong
6247,Strong
6248,Strong
6249,Strong
6250,Strong
6251,Strong
6252,Strong
6253,Strong
6254,Strong
6255,Strong
6256,Strong
6257,Strong
6258,Strong
6259,Strong
6260,Strong
6261,Strong
6262,Medium
6263,Strong
6264,Strong
6265,Strong
6266,Medium
6267,Strong
6268,Strong
6269,Strong
6270,Strong
6271,Strong
6272,Strong
6273,Strong
6274,Strong
6275,Strong
6276,Strong
6277,Strong
6278,Strong
6279,Strong
6280,Strong
6281,Strong
6282,Strong
6283,Strong
6284,Strong
6285,Strong
6286,Strong
6287,Strong
6288,Strong
6289,Strong
6290,Strong
6291,Strong
6292,Strong
6293,Strong
6294,Strong
6295,Strong
6296,Strong
6297,Strong
6298,Strong
6299,Strong
6300,Strong
6301,Strong
6302,Strong
6303,Strong
6304,Strong
6305,Strong
6306,Strong
6307,Strong
6308,Strong
6309,Strong
6310,Strong
6311,Strong
6312,Strong
6313,Strong
6314,Strong
6315,Strong
6316,Strong
6317,Strong
6318,Strong
6319,Strong
6320,Strong
6321,Strong
6322,Strong
6323,Strong
6324,Strong
6325,Strong
6326,Strong
6327,Strong
6328,Strong
6329,Strong
6330,Strong
6331,Strong
6332,Strong
6333,Medium
6334,Strong
6335,Strong
6336,Medium
6337,Strong
6338,Strong
6339,Strong
6340,Strong
6341,Strong
6342,Strong
6343,Strong
6344,Strong
6345,Strong
6346,Strong
6347,Strong
6348,Strong
6349,Strong
6350,Strong
6351,Strong
6352,Strong
6353,Strong
6354,Strong
6355,Strong
6356,Strong
6357,Strong
6358,Strong
6359,Strong
6360,Strong
6361,Strong
6362,Strong
6363,Medium
6364,Strong
6365,Strong
6366,Medium
6367,Strong
6368,Strong
6369,Strong
6370,Strong
6371,Strong
6372,Strong
6373,Strong
6374,Strong
6375,Strong
6376,Strong
6377,Strong
6378,Strong
6379,Strong
6380,Strong
6381,Strong
6382,Strong
6383,Strong
6384,Strong
6385,Strong
6386,Strong
6387,Strong
6388,Strong
6389,Strong
6390,Strong
6391,Strong
6392,Strong
6393,Strong
6394,Strong
6395,Strong
6396,Strong
6397,Strong
6398,Strong
6399,Strong
6400,Strong
6401,Strong
6402,Strong
6403,Strong
6404,Strong
6405,Strong
6406,Strong
6407,Strong
6408,Strong
6409,Strong
6410,Strong
6411,Strong
6412,Strong
6413,Strong
6414,Strong
6415,Strong
6416,Strong
6417,Strong
6418,Strong
6419,Strong
6420,Strong
6421,Strong
6422,Strong
6423,Strong
6424,Strong
6425,Strong
6426,Strong
6427,Strong
6428,Strong
6429,Strong
6430,Strong
6431,Strong
6432,Strong
6433,Strong
6434,Strong
6435,Strong
6436,Strong
6437,Strong
6438,Strong
6439,Strong
6440,Strong
6441,Strong
6442,Strong
6443,Strong
6444,Medium
6445,Strong
6446,Medium
6447,Strong
6448,Strong
6449,Strong
6450,Strong
6451,Strong
6452,Strong
6453,Strong
6454,Strong
6455,Strong
6456,Strong
6457,Strong
6458,Strong
6459,Strong
6460,Strong
6461,Strong
6462,Strong
6463,Strong
6464,Medium
6465,Strong
6466,Medium
6467,Strong
6468,Strong
6469,Strong
6470,Strong
6471,Strong
6472,Strong
6473,Strong
6474,Strong
6475,Strong
6476,Strong
6477,Strong
6478,Strong
6479,Strong
6480,Strong
6481,Strong
6482,Strong
6483,Strong
6484,Strong
6485,Strong
6486,Strong
6487,Strong
6488,Strong
6489,Strong
6490,Strong
6491,Strong
6492,Strong
6493,Strong
6494,Strong
6495,Strong
6496,Strong
6497,Strong
6498,Strong
6499,Strong
6500,Strong
6501,Strong
6502,Strong
6503,Strong
6504,Strong
6505,Strong
6506,Strong
6507,Strong
6508,Strong
6509,Strong
6510,Strong
6511,Strong
6512,Strong
6513,Strong
6514,Strong
6515,Strong
6516,Strong
6517,Strong
6518,Strong
6519,Strong
6520,Strong
6521,Strong
6522,Strong
6523,Strong
6524,Strong
6525,Strong
6526,Strong
6527,Strong
6528,Strong
6529,Strong
6530,Strong
6531,Strong
6532,Strong
6533,Strong
6534,Strong
6535,Strong
6536,Strong
6537,Strong
6538,Strong
6539,Strong
6540,Strong
6541,Strong
6542,Strong
6543,Strong
6544,Strong
6545,Strong
6546,Strong
6547,Strong
6548,Strong
6549,Strong
6550,Strong
6551,Strong
6552,Strong
6553,Strong
6554,Strong
6555,Medium
6556,Medium
6557,Strong
6558,Strong
6559,Strong
6560,Strong
6561,Strong
6562,Strong
6563,Strong
6564,Strong
6565,Medium
6566,Medium
6567,Strong
6568,Strong
6569,Strong
6570,Strong
6571,Strong
6572,Strong
6573,Strong
6574,Strong
6575,Strong
6576,Strong
6577,Strong
6578,Strong
6579,Strong
6580,Strong
6581,Strong
6582,Strong
6583,Strong
6584,Strong
6585,Strong
6586,Strong
6587,Strong
6588,Strong
6589,Strong
6590,Strong
6591,Strong
6592,Strong
6593,Strong
6594,Strong
6595,Strong
6596,Strong
6597,Strong
6598,Strong
6599,Strong
6600,Medium
6601,Strong
6602,Strong
6603,Strong
6604,Strong
6605,Strong
6606,Medium
6607,Strong
6608,Strong
6609,Strong
6610,Strong
6611,Medium
6612,Strong
6613,Strong
6614,Strong
6615,Strong
6616,Medium
6617,Strong
6618,Strong
6619,Strong
6620,Strong
6621,Strong
6622,Medium
6623,Strong
6624,Strong
6625,Strong
6626,Medium
6627,Strong
6628,Strong
6629,Strong
6630,Strong
6631,Strong
6632,Strong
6633,Medium
6634,Strong
6635,Strong
6636,Medium
6637,Strong
6638,Strong
6639,Strong
6640,Strong
6641,Strong
6642,Strong
6643,Strong
6644,Medium
6645,Strong
6646,Medium
6647,Strong
6648,Strong
6649,Strong
6650,Strong
6651,Strong
6652,Strong
6653,Strong
6654,Strong
6655,Medium
6656,Medium
6657,Strong
6658,Strong
6659,Strong
6660,Medium
6661,Medium
6662,Medium
6663,Medium
6664,Medium
6665,Medium
6666,Weak
6667,Medium
6668,Medium
6669,Medium
6670,Strong
6671,Strong
6672,Strong
6673,Strong
6674,Strong
6675,Strong
6676,Medium
6677,Medium
6678,Strong
6679,Strong
6680,Strong
6681,Strong
6682,Strong
6683,Strong
6684,Strong
6685,Strong
6686,Medium
6687,Strong
6688,Medium
6689,Strong
6690,Strong
6691,Strong
6692,Strong
6693,Strong
6694,Strong
6695,Strong
6696,Medium
6697,Strong
6698,Strong
6699,Medium
6700,Strong
6701,Strong
6702,Strong
6703,Strong
6704,Strong
6705,Strong
6706,Strong
6707,Strong
6708,Strong
6709,Strong
6710,Strong
6711,Strong
6712,Strong
6713,Strong
6714,Strong
6715,Strong
6716,Strong
6717,Strong
6718,Strong
6719,Strong
6720,Strong
6721,Strong
6722,Strong
6723,Strong
6724,Strong
6725,Strong
6726,Strong
6727,Strong
6728,Strong
6729,Strong
6730,Strong
6731,Strong
6732,Strong
6733,Strong
6734,Strong
6735,Strong
6736,Strong
6737,Strong
6738,Strong
6739,Strong
6740,Strong
6741,Strong
6742,Strong
6743,Strong
6744,Strong
6745,Strong
6746,Strong
6747,Strong
6748,Strong
6749,Strong
6750,Strong
6751,Strong
6752,Strong
6753,Strong
6754,Strong
6755,Strong
6756,Strong
6757,Strong
6758,Strong
6759,Strong
6760,Strong
6761,Strong
6762,Strong
6763,Strong
6764,Strong
6765,Strong
6766,Medium
6767,Medium
6768,Strong
6769,Strong
6770,Strong
6771,Strong
6772,Strong
6773,Strong
6774,Strong
6775,Strong
6776,Medium
6777,Medium
6778,Strong
6779,Strong
6780,Strong
6781,Strong
6782,Strong
6783,Strong
6784,Strong
6785,Strong
6786,Strong
6787,Strong
6788,Strong
6789,Strong
6790,Strong
6791,Strong
6792,Strong
6793,Strong
6794,Strong
6795,Strong
6796,Strong
6797,Strong
6798,Strong
6799,Strong
6800,Strong
6801,Strong
6802,Strong
6803,Strong
6804,Strong
6805,Strong
6806,Strong
6807,Strong
6808,Strong
6809,Strong
6810,Strong
6811,Strong
6812,Strong
6813,Strong
6814,Strong
6815,Strong
6816,Strong
6817,Strong
6818,Strong
6819,Strong
6820,Strong
6821,Strong
6822,Strong
6823,Strong
6824,Strong
6825,Strong
6826,Strong
6827,Strong
6828,Strong
6829,Strong
6830,Strong
6831,Strong
6832,Strong
6833,Strong
6834,Strong
6835,Strong
6836,Strong
6837,Strong
6838,Strong
6839,Strong
6840,Strong
6841,Strong
6842,Strong
6843,Strong
6844,Strong
6845,Strong
6846,Strong
6847,Strong
6848,Strong
6849,Strong
6850,Strong
6851,Strong
6852,Strong
6853,Strong
6854,Strong
6855,Strong
6856,Strong
6857,Strong
6858,Strong
6859,Strong
6860,Strong
6861,Strong
6862,Strong
6863,Strong
6864,Strong
6865,Strong
6866,Medium
6867,Strong
6868,Medium
6869,Strong
6870,Strong
6871,Strong
6872,Strong
6873,Strong
6874,Strong
6875,Strong
6876,Strong
6877,Strong
6878,Strong
6879,Strong
6880,Strong
6881,Strong
6882,Strong
6883,Strong
6884,Strong
6885,Strong
6886,Medium
6887,Strong
6888,Medium
6889,Strong
6890,Strong
6891,Strong
6892,Strong
6893,Strong
6894,Strong
6895,Strong
6896,Strong
6897,Strong
6898,Strong
6899,Strong
6900,Strong
6901,Strong
6902,Strong
6903,Strong
6904,Strong
6905,Strong
6906,Strong
6907,Strong
6908,Strong
6909,Strong
6910,Strong
6911,Strong
6912,Strong
6913,Strong
6914,Strong
6915,Strong
6916,Strong
6917,Strong
6918,Strong
6919,Strong
6920,Strong
6921,Strong
6922,Strong
6923,Strong
6924,Strong
6925,Strong
6926,Strong
6927,Strong
6928,Strong
6929,Strong
6930,Strong
6931,Strong
6932,Strong
6933,Strong
6934,Strong
6935,Strong
6936,Strong
6937,Strong
6938,Strong
6939,Strong
6940,Strong
6941,Strong
6942,Strong
6943,Strong
6944,Strong
6945,Strong
6946,Strong
6947,Strong
6948,Strong
6949,Strong
6950,Strong
6951,Strong
6952,Strong
6953,Strong
6954,Strong
6955,Strong
6956,Strong
6957,Strong
6958,Strong
6959,Strong
6960,Strong
6961,Strong
6962,Strong
6963,Strong
6964,Strong
6965,Strong
6966,Medium
6967,Strong
6968,Strong
6969,Medium
6970,Strong
6971,Strong
6972,Strong
6973,Strong
6974,Strong
6975,Strong
6976,Strong
6977,Strong
6978,Strong
6979,Strong
6980,Strong
6981,Strong
6982,Strong
6983,Strong
6984,Strong
6985,Strong
6986,Strong
6987,Strong
6988,Strong
6989,Strong
6990,Strong
6991,Strong
6992,Strong
6993,Strong
6994,Strong
6995,Strong
6996,Medium
6997,Strong
6998,Strong
6999,Medium
7000,Medium
7001,Strong
7002,Strong
7003,Strong
7004,Strong
7005,Strong
7006,Strong
7007,Medium
7008,Strong
7009,Strong
7010,Strong
7011,Strong
7012,Strong
7013,Strong
7014,Strong
7015,Strong
7016,Strong
7017,Strong
7018,Strong
7019,Strong
7020,Strong
7021,Strong
7022,Strong
7023,Strong
7024,Strong
7025,Strong
7026,Strong
7027,Strong
7028,Strong
7029,Strong
7030,Strong
7031,Strong
7032,Strong
7033,Strong
7034,Strong
7035,Strong
7036,Strong
7037,Strong
7038,Strong
7039,Strong
7040,Strong
7041,Strong
7042,Strong
7043,Strong
7044,Strong
7045,Strong
7046,Strong
7047,Strong
7048,Strong
7049,Strong
7050,Strong
7051,Strong
7052,Strong
7053,Strong
7054,Strong
7055,Strong
7056,Strong
7057,Strong
7058,Strong
7059,Strong
7060,Strong
7061,Strong
7062,Strong
7063,Strong
7064,Strong
7065,Strong
7066,Strong
7067,Strong
7068,Strong
7069,Strong
7070,Medium
7071,Strong
7072,Strong
7073,Strong
7074,Strong
7075,Strong
7076,Strong
7077,Medium
7078,Strong
7079,Strong
7080,Strong
7081,Strong
7082,Strong
7083,Strong
7084,Strong
7085,Strong
7086,Strong
7087,Strong
7088,Strong
7089,Strong
7090,Strong
7091,Strong
7092,Strong
7093,Strong
7094,Strong
7095,Strong
7096,Strong
7097,Strong
7098,Strong
7099,Strong
7100,Strong
7101,Strong
7102,Strong
7103,Strong
7104,Strong
7105,Strong
7106,Strong
7107,Strong
7108,Strong
7109,Strong
7110,Strong
7111,Medium
7112,Strong
7113,Strong
7114,Strong
7115,Strong
7116,Strong
7117,Medium
7118,Strong
7119,Strong
7120,Strong
7121,Strong
7122,Strong
7123,Strong
7124,Strong
7125,Strong
7126,Strong
7127,Strong
7128,Strong
7129,Strong
7130,Strong
7131,Strong
7132,Strong
7133,Strong
7134,Strong
7135,Strong
7136,Strong
7137,Strong
7138,Strong
7139,Strong
7140,Strong
7141,Strong
7142,Strong
7143,Strong
7144,Strong
7145,Strong
7146,Strong
7147,Strong
7148,Strong
7149,Strong
7150,Strong
7151,Strong
7152,Strong
7153,Strong
7154,Strong
7155,Strong
7156,Strong
7157,Strong
7158,Strong
7159,Strong
7160,Strong
7161,Strong
7162,Strong
7163,Strong
7164,Strong
7165,Strong
7166,Strong
7167,Strong
7168,Strong
7169,Strong
7170,Strong
7171,Medium
7172,Strong
7173,Strong
7174,Strong
7175,Strong
7176,Strong
7177,Medium
7178,Strong
7179,Strong
7180,Strong
7181,Strong
7182,Strong
7183,Strong
7184,Strong
7185,Strong
7186,Strong
7187,Strong
7188,Strong
7189,Strong
7190,Strong
7191,Strong
7192,Strong
7193,Strong
7194,Strong
7195,Strong
7196,Strong
7197,Strong
7198,Strong
7199,Strong
7200,Strong
7201,Strong
7202,Strong
7203,Strong
7204,Strong
7205,Strong
7206,Strong
7207,Strong
7208,Strong
7209,Strong
7210,Strong
7211,Strong
7212,Strong
7213,Strong
7214,Strong
7215,Strong
7216,Strong
7217,Strong
7218,Strong
7219,Strong
7220,Strong
7221,Strong
7222,Medium
7223,Strong
7224,Strong
7225,Strong
7226,Strong
7227,Medium
7228,Strong
7229,Strong
7230,Strong
7231,Strong
7232,Strong
7233,Strong
7234,Strong
7235,Strong
7236,Strong
7237,Strong
7238,Strong
7239,Strong
7240,Strong
7241,Strong
7242,Strong
7243,Strong
7244,Strong
7245,Strong
7246,Strong
7247,Strong
7248,Strong
7249,Strong
7250,Strong
7251,Strong
7252,Strong
7253,Strong
7254,Strong
7255,Strong
7256,Strong
7257,Strong
7258,Strong
7259,Strong
7260,Strong
7261,Strong
7262,Strong
7263,Strong
7264,Strong
7265,Strong
7266,Strong
7267,Strong
7268,Strong
7269,Strong
7270,Strong
7271,Strong
7272,Medium
7273,Strong
7274,Strong
7275,Strong
7276,Strong
7277,Medium
7278,Strong
7279,Strong
7280,Strong
7281,Strong
7282,Strong
7283,Strong
7284,Strong
7285,Strong
7286,Strong
7287,Strong
7288,Strong
7289,Strong
7290,Strong
7291,Strong
7292,Strong
7293,Strong
7294,Strong
7295,Strong
7296,Strong
7297,Strong
7298,Strong
7299,Strong
7300,Strong
7301,Strong
7302,Strong
7303,Strong
7304,Strong
7305,Strong
7306,Strong
7307,Strong
7308,Strong
7309,Strong
7310,Strong
7311,Strong
7312,Strong
7313,Strong
7314,Strong
7315,Strong
7316,Strong
7317,Strong
7318,Strong
7319,Strong
7320,Strong
7321,Strong
7322,Strong
7323,Strong
7324,Strong
7325,Strong
7326,Strong
7327,Strong
7328,Strong
7329,Strong
7330,Strong
7331,Strong
7332,Strong
7333,Medium
7334,Strong
7335,Strong
7336,Strong
7337,Medium
7338,Strong
7339,Strong
7340,Strong
7341,Strong
7342,Strong
7343,Strong
7344,Strong
7345,Strong
7346,Strong
7347,Strong
7348,Strong
7349,Strong
7350,Strong
7351,Strong
7352,Strong
7353,Strong
7354,Strong
7355,Strong
7356,Strong
7357,Strong
7358,Strong
7359,Strong
7360,Strong
7361,Strong
7362,Strong
7363,Strong
7364,Strong
7365,Strong
7366,Strong
7367,Strong
7368,Strong
7369,Strong
7370,Strong
7371,Strong
7372,Strong
7373,Medium
7374,Strong
7375,Strong
7376,Strong
7377,Medium
7378,Strong
7379,Strong
7380,Strong
7381,Strong
7382,Strong
7383,Strong
7384,Strong
7385,Strong
7386,Strong
7387,Strong
7388,Strong
7389,Strong
7390,Strong
7391,Strong
7392,Strong
7393,Strong
7394,Strong
7395,Strong
7396,Strong
7397,Strong
7398,Strong
7399,Strong
7400,Strong
7401,Strong
7402,Strong
7403,Strong
7404,Strong
7405,Strong
7406,Strong
7407,Strong
7408,Strong
7409,Strong
7410,Strong
7411,Strong
7412,Strong
7413,Strong
7414,Strong
7415,Strong
7416,Strong
7417,Strong
7418,Strong
7419,Strong
7420,Strong
7421,Strong
7422,Strong
7423,Strong
7424,Strong
7425,Strong
7426,Strong
7427,Strong
7428,Strong
7429,Strong
7430,Strong
7431,Strong
7432,Strong
7433,Strong
7434,Strong
7435,Strong
7436,Strong
7437,Strong
7438,Strong
7439,Strong
7440,Strong
7441,Strong
7442,Strong
7443,Strong
7444,Medium
7445,Strong
7446,Strong
7447,Medium
7448,Strong
7449,Strong
7450,Strong
7451,Strong
7452,Strong
7453,Strong
7454,Strong
7455,Strong
7456,Strong
7457,Strong
7458,Strong
7459,Strong
7460,Strong
7461,Strong
7462,Strong
7463,Strong
7464,Strong
7465,Strong
7466,Strong
7467,Strong
7468,Strong
7469,Strong
7470,Strong
7471,Strong
7472,Strong
7473,Strong
7474,Medium
7475,Strong
7476,Strong
7477,Medium
7478,Strong
7479,Strong
7480,Strong
7481,Strong
7482,Strong
7483,Strong
7484,Strong
7485,Strong
7486,Strong
7487,Strong
7488,Strong
7489,Strong
7490,Strong
7491,Strong
7492,Strong
7493,Strong
7494,Strong
7495,Strong
7496,Strong
7497,Strong
7498,Strong
7499,Strong
7500,Strong
7501,Strong
7502,Strong
7503,Strong
7504,Strong
7505,Strong
7506,Strong
7507,Strong
7508,Strong
7509,Strong
7510,Strong
7511,Strong
7512,Strong
7513,Strong
7514,Strong
7515,Strong
7516,Strong
7517,Strong
7518,Strong
7519,Strong
7520,Strong
7521,Strong
7522,Strong
7523,Strong
7524,Strong
7525,Strong
7526,Strong
7527,Strong
7528,Strong
7529,Strong
7530,Strong
7531,Strong
7532,Strong
7533,Strong
7534,Strong
7535,Strong
7536,Strong
7537,Strong
7538,Strong
7539,Strong
7540,Strong
7541,Strong
7542,Strong
7543,Strong
7544,Strong
7545,Strong
7546,Strong
7547,Strong
7548,Strong
7549,Strong
7550,Strong
7551,Strong
7552,Strong
7553,Strong
7554,Strong
7555,Medium
7556,Strong
7557,Medium
7558,Strong
7559,Strong
7560,Strong
7561,Strong
7562,Strong
7563,Strong
7564,Strong
7565,Strong
7566,Strong
7567,Strong
7568,Strong
7569,Strong
7570,Strong
7571,Strong
7572,Strong
7573,Strong
7574,Strong
7575,Medium
7576,Strong
7577,Medium
7578,Strong
7579,Strong
7580,Strong
7581,Strong
7582,Strong
7583,Strong
7584,Strong
7585,Strong
7586,Strong
7587,Strong
7588,Strong
7589,Strong
7590,Strong
7591,Strong
7592,Strong
7593,Strong
7594,Strong
7595,Strong
7596,Strong
7597,Strong
7598,Strong
7599,Strong
7600,Strong
7601,Strong
7602,Strong
7603,Strong
7604,Strong
7605,Strong
7606,Strong
7607,Strong
7608,Strong
7609,Strong
7610,Strong
7611,Strong
7612,Strong
7613,Strong
7614,Strong
7615,Strong
7616,Strong
7617,Strong
7618,Strong
7619,Strong
7620,Strong
7621,Strong
7622,Strong
7623,Strong
7624,Strong
7625,Strong
7626,Strong
7627,Strong
7628,Strong
7629,Strong
7630,Strong
7631,Strong
7632,Strong
7633,Strong
7634,Strong
7635,Strong
7636,Strong
7637,Strong
7638,Strong
7639,Strong
7640,Strong
7641,Strong
7642,Strong
7643,Strong
7644,Strong
7645,Strong
7646,Strong
7647,Strong
7648,Strong
7649,Strong
7650,Strong
7651,Strong
7652,Strong
7653,Strong
7654,Strong
7655,Strong
7656,Strong
7657,Strong
7658,Strong
7659,Strong
7660,Strong
7661,Strong
7662,Strong
7663,Strong
7664,Strong
7665,Strong
7666,Medium
7667,Medium
7668,Strong
7669,Strong
7670,Strong
7671,Strong
7672,Strong
7673,Strong
7674,Strong
7675,Strong
7676,Medium
7677,Medium
7678,Strong
7679,Strong
7680,Strong
7681,Strong
7682,Strong
7683,Strong
7684,Strong
7685,Strong
7686,Strong
7687,Strong
7688,Strong
7689,Strong
7690,Strong
7691,Strong
7692,Strong
7693,Strong
7694,Strong
7695,Strong
7696,Strong
7697,Strong
7698,Strong
7699,Strong
7700,Medium
7701,Strong
7702,Strong
7703,Strong
7704,Strong
7705,Strong
7706,Strong
7707,Medium
7708,Strong
7709,Strong
7710,Strong
7711,Medium
7712,Strong
7713,Strong
7714,Strong
7715,Strong
7716,Strong
7717,Medium
7718,Strong
7719,Strong
7720,Strong
7721,Strong
7722,Medium
7723,Strong
7724,Strong
7725,Strong
7726,Strong
7727,Medium
7728,Strong
7729,Strong
7730,Strong
7731,Strong
7732,Strong
7733,Medium
7734,Strong
7735,Strong
7736,Strong
7737,Medium
7738,Strong
7739,Strong
7740,Strong
7741,Strong
7742,Strong
7743,Strong
7744,Medium
7745,Strong
7746,Strong
7747,Medium
7748,Strong
7749,Strong
7750,Strong
7751,Strong
7752,Strong
7753,Strong
7754,Strong
7755,Medium
7756,Strong
7757,Medium
7758,Strong
7759,Strong
7760,Strong
7761,Strong
7762,Strong
7763,Strong
7764,Strong
7765,Strong
7766,Medium
7767,Medium
7768,Strong
7769,Strong
7770,Medium
7771,Medium
7772,Medium
7773,Medium
7774,Medium
7775,Medium
7776,Medium
7777,Weak
7778,Medium
7779,Medium
7780,Strong
7781,Strong
7782,Strong
7783,Strong
7784,Strong
7785,Strong
7786,Strong
7787,Medium
7788,Medium
7789,Strong
7790,Strong
7791,Strong
7792,Strong
7793,Strong
7794,Strong
7795,Strong
7796,Strong
7797,Medium
7798,Strong
7799,Medium
7800,Strong
7801,Strong
7802,Strong
7803,Strong
7804,Strong
7805,Strong
7806,Strong
7807,Strong
7808,Strong
7809,Strong
7810,Strong
7811,Strong
7812,Strong
7813,Strong
7814,Strong
7815,Strong
7816,Strong
7817,Strong
7818,Strong
7819,Strong
7820,Strong
7821,Strong
7822,Strong
7823,Strong
7824,Strong
7825,Strong
7826,Strong
7827,Strong
7828,Strong
7829,Strong
7830,Strong
7831,Strong
7832,Strong
7833,Strong
7834,Strong
7835,Strong
7836,Strong
7837,Strong
7838,Strong
7839,Strong
7840,Strong
7841,Strong
7842,Strong
7843,Strong
7844,Strong
7845,Strong
7846,Strong
7847,Strong
7848,Strong
7849,Strong
7850,Strong
7851,Strong
7852,Strong
7853,Strong
7854,Strong
7855,Strong
7856,Strong
7857,Strong
7858,Strong
7859,Strong
7860,Strong
7861,Strong
7862,Strong
7863,Strong
7864,Strong
7865,Strong
7866,Strong
7867,Strong
7868,Strong
7869,Strong
7870,Strong
7871,Strong
7872,Strong
7873,Strong
7874,Strong
7875,Strong
7876,Strong
7877,Medium
7878,Medium
7879,Strong
7880,Strong
7881,Strong
7882,Strong
7883,Strong
7884,Strong
7885,Strong
7886,Strong
7887,Medium
7888,Medium
7889,Strong
7890,Strong
7891,Strong
7892,Strong
7893,Strong
7894,Strong
7895,Strong
7896,Strong
7897,Strong
7898,Strong
7899,Strong
7900,Strong
7901,Strong
7902,Strong
7903,Strong
7904,Strong
7905,Strong
7906,Strong
7907,Strong
7908,Strong
7909,Strong
7910,Strong
7911,Strong
7912,Strong
7913,Strong
7914,Strong
7915,Strong
7916,Strong
7917,Strong
7918,Strong
7919,Strong
7920,Strong
7921,Strong
7922,Strong
7923,Strong
7924,Strong
7925,Strong
7926,Strong
7927,Strong
7928,Strong
7929,Strong
7930,Strong
7931,Strong
7932,Strong
7933,Strong
7934,Strong
7935,Strong
7936,Strong
7937,Strong
7938,Strong
7939,Strong
7940,Strong
7941,Strong
7942,Strong
7943,Strong
7944,Strong
7945,Strong
7946,Strong
7947,Strong
7948,Strong
7949,Strong
7950,Strong
7951,Strong
7952,Strong
7953,Strong
7954,Strong
7955,Strong
7956,Strong
7957,Strong
7958,Strong
7959,Strong
7960,Strong
7961,Strong
7962,Strong
7963,Strong
7964,Strong
7965,Strong
7966,Strong
7967,Strong
7968,Strong
7969,Strong
7970,Strong
7971,Strong
7972,Strong
7973,Strong
7974,Strong
7975,Strong
7976,Strong
7977,Medium
7978,Strong
7979,Medium
7980,Strong
7981,Strong
7982,Strong
7983,Strong
7984,Strong
7985,Strong
7986,Strong
7987,Strong
7988,Strong
7989,Strong
7990,Strong
